player_name,rookie_start_season,window_years,age_mean,games_sum,games_started_sum,minutes_sum,points_sum,assists_sum,rebounds_sum,steals_sum,blocks_sum,turnovers_sum,points_per36,assists_per36,rebounds_per36,steals_per36,blocks_per36,turnovers_per36,true_shooting_pct,usage_pct,three_point_pct,defensive_win_shares_cum,offensive_win_shares_cum,win_shares_cum,per_mean,ast_to_ratio,availability_mean,position_mode,minutes_trend,points_trend,minutes_cv,games_cv,primary_label,secondary_label
Aaron Nesmith,2020,1,21.0,46.0,1.0,14.5,4.7,0.5,2.8,0.3,0.2,0.5,11.66896551724138,1.2413793103448276,6.951724137931034,0.7448275862068965,0.4965517241379311,1.2413793103448276,0.573,0.13699999999999998,0.37,0.6,0.5,1.1,9.4,1.0,0.5609756097560976,SF,,,,,生涯波动型,潜力待定型
Aaron Nesmith,2020,2,21.5,98.0,4.0,25.5,8.5,0.9,4.5,0.7,0.30000000000000004,1.1,12.0,1.2705882352941176,6.352941176470589,0.9882352941176471,0.42352941176470593,1.5529411764705885,0.54,0.15449999999999997,0.32,1.5,0.09999999999999998,1.5,8.35,0.8181818181818181,0.5975609756097562,SF,-3.499999999999998,-0.8999999999999997,0.13725490196078433,0.061224489795918366,生涯波动型,潜力待定型
Aaron Nesmith,2020,3,22.0,171.0,64.0,50.4,18.6,2.2,8.3,1.5,0.8,2.1,13.285714285714286,1.5714285714285716,5.92857142857143,1.0714285714285714,0.5714285714285715,1.5000000000000002,0.5486666666666666,0.159,0.3353333333333333,2.6,1.0,3.5,9.066666666666666,1.0476190476190477,0.6951219512195123,SF,5.1999999999999975,2.6999999999999997,0.3513753884995861,0.20308485794368816,生涯波动型,潜力待定型
Aaron Wiggins,2021,1,23.0,50.0,35.0,24.2,8.3,1.4,3.6,0.6,0.2,1.1,12.347107438016529,2.0826446280991733,5.355371900826446,0.8925619834710744,0.2975206611570248,1.6363636363636367,0.556,0.153,0.304,0.8,0.5,1.2,10.3,1.2727272727272725,0.6097560975609756,SG,,,,,长青稳定型,潜力待定型
Aaron Wiggins,2021,2,23.5,120.0,49.0,42.7,15.100000000000001,2.5,6.6,1.2,0.4,1.9000000000000001,12.730679156908666,2.1077283372365336,5.564402810304449,1.011709601873536,0.3372365339578454,1.6018735362997658,0.5815,0.149,0.34850000000000003,2.0,1.9,3.8,11.25,1.3157894736842104,0.7317073170731707,SG,-5.699999999999996,-1.4999999999999991,0.1334894613583138,0.16666666666666666,长青稳定型,潜力待定型
Aaron Wiggins,2021,3,24.0,198.0,53.0,58.400000000000006,22.0,3.6,9.0,1.9,0.6000000000000001,2.6,13.561643835616437,2.219178082191781,5.547945205479452,1.1712328767123288,0.36986301369863017,1.6027397260273972,0.609,0.154,0.39633333333333337,3.6,4.0,7.5,12.700000000000001,1.3846153846153846,0.8048780487804877,SG,-4.250000000000004,-0.7000000000000015,0.18168445691371282,0.1784194114409666,长青稳定型,3D角色球员
Aaron Williams,1996,1,25.0,33.0,1.0,17.1,6.2,0.5,4.3,0.5,0.9,1.0,13.052631578947368,1.0526315789473684,9.052631578947368,1.0526315789473684,1.894736842105263,2.1052631578947367,0.599,0.166,0.0,0.4,0.7,1.1,16.4,0.5,0.4024390243902439,C,,,,,生涯波动型,潜力待定型
Aaron Williams,1996,2,25.5,98.0,10.0,28.700000000000003,10.8,0.7,6.6,0.8,1.5,1.8,13.547038327526131,0.8780487804878048,8.278745644599303,1.0034843205574913,1.881533101045296,2.2578397212543555,0.587,0.177,0.0,1.4,1.4,2.8,14.899999999999999,0.38888888888888884,0.5975609756097562,C,-5.500000000000003,-1.6,0.19163763066202094,0.32653061224489793,生涯波动型,潜力待定型
Aaron Williams,1996,3,26.0,138.0,12.0,40.2,14.8,1.2999999999999998,9.8,1.2000000000000002,2.1,2.6,13.253731343283581,1.1641791044776117,8.776119402985074,1.0746268656716418,1.880597014925373,2.328358208955224,0.5606666666666666,0.17933333333333334,0.0,1.7999999999999998,2.0,3.9,15.0,0.4999999999999999,0.5609756097560976,PF,-2.800000000000002,-1.1000000000000012,0.19526967071433204,0.29859996779763065,生涯波动型,潜力待定型
Abdel Nader,2017,1,24.0,48.0,1.0,10.9,3.0,0.5,1.5,0.3,0.2,0.7,9.908256880733946,1.6513761467889907,4.954128440366973,0.9908256880733944,0.6605504587155964,2.3119266055045866,0.439,0.171,0.354,0.8,-0.9,-0.1,5.1,0.7142857142857143,0.5853658536585366,SF,,,,,长青稳定型,潜力待定型
